transcript_id,bw2-FR1,bw2-FR2,bw2-FR3,bw2-R1,bw2-R2,bw2-R3
rna-NM_105511.3,328,407,487,1456,1292,1768
MSTRG.6964.1,348,532,419,539,413,741
rna-NM_001332646.1,0,0,0,0,0,0
MSTRG.2449.3,1436,2340,1686,2005,1978,1811
MSTRG.2449.5,355,656,411,1076,917,1585
rna-NM_001332137.1,0,0,0,0,0,0
MSTRG.3959.8,136,196,169,371,359,212
MSTRG.13487.1,1052,1537,1399,2252,2036,2599
MSTRG.8868.1,278,431,347,541,321,816
rna-NR_139268.1,0,0,0,0,0,0
rna-NM_001333491.1,0,0,0,0,0,0
MSTRG.7256.1,18,19,19,107,97,108
MSTRG.18355.1,174,180,196,32,38,138
rna-NR_139619.1,0,0,0,0,0,0
rna-NM_100643.4,0,0,0,0,0,0
rna-NM_001333127.1,0,0,0,0,0,0
MSTRG.11784.1,844,1299,941,1062,941,1432
rna-NM_001332127.1,0,0,0,1029,158,1150
MSTRG.14066.1,140,186,141,21,14,30
MSTRG.9498.1,5740,8435,8632,5496,5679,6843
MSTRG.10364.1,42,53,33,19,17,19
MSTRG.9523.1,87,112,76,100,53,335
MSTRG.4735.2,8,27,13,5,5,7
MSTRG.4735.3,50,123,87,67,83,100
MSTRG.15763.1,238,303,337,854,799,825
rna-NM_001331326.1,0,0,0,0,0,0
rna-NM_103196.4,14,24,20,11,8,31
MSTRG.8664.1,30,31,18,10,11,39
MSTRG.18425.1,572,843,851,1391,1193,1599
MSTRG.14667.1,2196,2917,2254,1621,1442,1895
MSTRG.1360.2,6,11,6,40,61,69
rna-NM_101953.5,0,0,0,0,0,0
MSTRG.12085.1,1843,3091,2039,1169,1070,1611
rna-NM_102388.2,0,0,0,0,0,0
rna-NM_001036088.2,0,0,0,0,0,0
rna-NM_101830.2,452,708,618,1273,1132,1540
MSTRG.16161.1,10,26,3,9,19,10
MSTRG.17176.1,7,7,10,2,9,45
rna-NM_106190.3,19,27,45,73,66,48
MSTRG.4875.1,1346,1785,1697,2752,2722,3601
MSTRG.11898.1,94,164,168,181,167,568
rna-NM_103703.4,0,0,0,0,0,0
rna-NM_105264.3,0,0,0,0,0,0
MSTRG.213.3,392,844,636,156,233,164
MSTRG.5024.3,972,1556,1220,2470,1905,4129
MSTRG.5024.1,1324,1643,1575,2583,2338,2062
rna-NM_104863.3,0,0,0,0,0,0
rna-NM_102215.2,0,0,0,0,0,0
MSTRG.15672.1,1943,2688,2172,2912,2404,3112
rna-NM_001123742.1,34,36,32,28,17,0
rna-NM_202152.2,0,0,0,0,0,0
rna-NM_001124149.1,0,0,0,0,0,0
MSTRG.16130.1,158,203,136,199,238,221
rna-NM_001036144.2,0,0,0,0,0,0
rna-NM_104164.6,147,110,134,170,104,160
MSTRG.12928.1,128,127,114,105,86,87
rna-NR_139631.1,27,75,37,83,105,134
rna-NM_102209.4,0,0,0,0,0,0
MSTRG.6309.1,5451,7622,7805,16484,13091,19007
rna-NM_001333154.1,0,0,0,0,0,0
MSTRG.14814.1,35,42,29,42,48,158
rna-NM_001334083.1,0,0,0,0,0,0
MSTRG.5409.1,31,46,53,44,41,243
rna-NM_001332321.1,0,0,0,0,0,0
rna-NM_202164.1,0,39,27,79,55,97
MSTRG.12698.1,1730,2356,2009,4217,3149,4732
rna-NM_100794.4,0,6,0,14,6,27
rna-NR_138694.1,0,0,0,0,0,0
MSTRG.8446.1,625,1188,940,1118,1098,1441
MSTRG.3410.2,95,123,108,218,170,141
rna-NM_100421.2,9,6,0,3,0,0
rna-NM_100516.4,0,0,0,0,0,0
MSTRG.10731.1,408,616,508,1187,940,1313
MSTRG.9172.1,382,565,575,905,819,804
MSTRG.683.3,1113,1550,1501,871,734,917
MSTRG.3426.2,99,108,73,80,65,196
rna-NM_001334238.1,0,0,0,0,0,0
rna-NM_001333500.1,0,0,0,0,0,0
MSTRG.17592.1,1640,2423,2174,1662,1555,1680
rna-gnl|JCVI|mRNA.AT1G52960.1,0,0,0,0,0,0
MSTRG.9378.1,374,768,685,1576,1751,1202
MSTRG.7643.1,172,272,283,429,444,567
MSTRG.1943.3,624,868,728,414,420,223
rna-NM_001084246.1,0,0,0,0,0,0
MSTRG.16264.1,196,307,257,597,553,523
rna-NM_101077.6,184,226,242,366,321,482
MSTRG.9438.1,1318,2155,1794,2157,2032,2192
MSTRG.16897.1,1044,1540,1072,1464,1199,1692
rna-gnl|WGS:|mrna.AT1G34100-RA,0,0,0,0,0,1
MSTRG.6891.1,23,53,33,43,34,120
rna-NM_101591.6,393,609,575,486,369,1438
rna-NM_148464.3,0,48,38,98,91,99
MSTRG.2454.3,130,254,203,1363,1229,1945
rna-NM_001331864.1,0,0,0,0,0,0
MSTRG.8002.1,275,391,391,982,838,949
rna-NM_103967.1,0,0,0,0,0,0
rna-NM_103561.4,26,42,58,78,101,169
MSTRG.5413.1,285,479,367,1058,924,968
rna-NM_001035926.2,0,5,0,0,0,0
rna-NM_100013.2,7,32,6,21,22,6
rna-NM_102113.4,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G06647-RA,0,0,0,0,0,0
MSTRG.825.2,772,1061,996,870,633,705
MSTRG.3962.6,3,8,5,6,2,12
MSTRG.3062.2,54,76,88,377,281,736
MSTRG.3062.3,81,139,100,714,722,433
MSTRG.16259.1,215,394,271,358,333,324
MSTRG.14802.1,127,170,163,100,110,107
rna-NM_103952.4,92,130,55,103,63,148
rna-NM_001332020.1,0,54,165,37,44,102
rna-NM_001334745.1,0,0,0,0,0,0
MSTRG.17542.1,81399,125640,87485,11024,8571,7689
rna-NM_104091.3,0,0,0,0,0,0
MSTRG.8257.1,624,949,775,2268,2067,2704
MSTRG.1234.2,1067,1759,1793,3556,3544,4358
rna-gnl|JCVI|mRNA.AT1G44870.1,0,0,0,0,0,0
rna-NR_138961.1,4,9,10,8,6,5
rna-NM_001333859.1,0,0,0,0,0,0
rna-NM_001198265.1,0,0,0,0,0,0
MSTRG.12230.1,378,617,488,511,540,641
MSTRG.2509.1,1293,2053,1545,834,860,1149
MSTRG.6135.1,60,51,75,298,250,256
rna-NM_001334538.1,0,0,0,0,0,0
MSTRG.790.7,1335,8548,8720,511,261,2514
MSTRG.1246.3,231,330,339,58,87,50
MSTRG.15201.1,956,1436,1196,2237,1975,3013
rna-NM_001160882.2,0,0,0,0,0,0
MSTRG.831.4,707,1024,765,607,634,657
rna-NM_001332959.1,0,0,0,0,0,0
rna-NM_001198271.1,0,0,0,0,0,0
MSTRG.5606.1,23359,38108,28620,5744,4101,5344
MSTRG.9350.1,2071,3260,3284,14991,15335,12914
rna-NM_001333845.1,0,6,0,0,0,0
rna-NR_139457.1,0,0,0,0,0,0
MSTRG.10040.1,57,91,72,90,85,198
rna-NR_143539.1,0,3,0,5,9,3
MSTRG.9245.1,13385,19411,17754,22085,22129,19213
rna-NM_104604.4,0,0,0,0,0,0
rna-NR_139726.1,0,0,0,3,0,0
MSTRG.2053.2,180,288,252,257,243,322
rna-NM_105147.4,0,0,0,0,0,0
MSTRG.15484.1,780,1113,1015,1069,1100,1114
MSTRG.13921.1,1388,1970,1730,1302,1217,1235
rna-NR_138975.1,7,8,5,4,8,3
rna-NM_179250.1,0,0,0,0,0,0
MSTRG.13597.1,80,128,78,128,104,243
rna-NM_105056.4,0,0,0,0,0,0
MSTRG.9259.1,1523,2268,2010,2224,2135,2149
MSTRG.13942.1,226,400,309,917,716,917
rna-NM_102467.6,0,0,0,0,0,0
MSTRG.6121.1,1325,1849,1537,798,803,739
MSTRG.18670.1,236,328,310,510,388,367
MSTRG.16684.1,853,1158,909,1264,975,1339
rna-NM_101283.6,0,0,0,0,0,0
rna-NM_101709.2,0,6,0,0,0,0
rna-NM_001333806.1,141,154,150,493,0,732
rna-NM_001084262.2,0,0,0,0,0,0
MSTRG.15014.1,287,396,411,509,431,464
MSTRG.10433.1,774,1181,899,647,569,838
MSTRG.15101.1,3,5,2,3,0,38
MSTRG.1465.2,145,210,235,808,663,797
MSTRG.10141.1,2228,2676,2656,1140,1209,971
rna-NM_102687.4,12,27,106,30,19,230
rna-NM_105157.2,0,0,0,3,0,0
MSTRG.9714.1,34,27,36,35,40,139
MSTRG.10381.1,326,467,396,676,640,1134
rna-NM_102552.1,0,0,0,0,0,0
MSTRG.18460.1,11,20,29,121,143,176
MSTRG.17342.1,468,711,785,2184,2154,3352
MSTRG.3640.3,15,19,13,17,6,28
MSTRG.3640.4,1,2,2,1,1,4
rna-NM_001334481.1,0,0,0,0,0,0
MSTRG.12344.1,68,124,81,557,338,625
MSTRG.14781.1,48,49,25,65,124,35
rna-NM_101367.3,0,0,0,0,0,0
rna-NM_103134.4,964,1187,1060,1475,1263,1830
rna-NM_001334510.1,93,139,117,192,213,288
rna-NM_103097.4,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G36406.1,0,0,0,0,0,0
MSTRG.4595.2,95,124,104,112,91,129
MSTRG.7393.1,652,967,817,910,820,839
MSTRG.9346.1,443,541,579,1755,1342,1878
rna-NM_001332700.1,0,0,0,0,0,0
MSTRG.6491.1,9218,12285,11267,2336,1945,1922
rna-NM_001198391.1,0,0,0,0,0,0
rna-NM_001333732.1,0,59,36,38,24,25
rna-NM_001036042.3,0,0,0,0,0,41
MSTRG.12846.1,489,653,685,79,38,41
MSTRG.14569.1,27,34,41,107,81,106
rna-NM_001084375.1,0,0,0,0,0,0
rna-NR_139954.1,0,0,0,0,0,0
rna-NM_001333950.1,0,0,0,0,0,0
MSTRG.17928.1,3,6,4,14,10,34
MSTRG.1771.1,107,144,144,177,120,254
rna-NR_139423.1,0,0,0,0,0,3
rna-NM_103238.4,30,36,18,33,41,19
MSTRG.1771.4,906,1460,1216,1193,1318,1097
MSTRG.14795.1,74,98,92,102,112,279
MSTRG.10258.1,116,192,165,154,135,136
rna-gnl|JCVI|mRNA.AT1G42600.1,0,0,0,0,0,0
MSTRG.7116.1,863,1368,903,897,674,926
MSTRG.11813.1,3538,4405,4467,1082,973,1068
rna-NM_102443.1,0,0,0,0,0,0
rna-NM_001084054.1,0,0,0,0,0,0
rna-NR_139053.1,8,17,11,18,22,27
rna-NR_138757.1,0,0,0,0,0,0
rna-NM_101175.5,470,607,525,732,639,682
rna-NM_103303.4,0,0,0,0,0,0
rna-NM_105512.3,0,0,0,0,0,0
MSTRG.15287.1,728,989,774,389,347,450
MSTRG.10547.1,845,1359,1017,676,660,772
rna-NM_001198464.1,0,0,0,0,0,0
MSTRG.14179.1,75,145,124,291,266,265
MSTRG.15129.1,316,479,468,2055,2203,2458
rna-NM_101161.3,0,0,0,0,0,0
MSTRG.15851.1,925,1397,1202,1029,919,1327
rna-NM_102026.2,0,0,0,0,0,0
MSTRG.7255.1,127,249,180,214,221,298
MSTRG.14669.1,4039,6979,6439,21384,22887,19175
MSTRG.15817.1,256,409,309,486,424,610
MSTRG.15836.1,30,43,33,57,45,170
rna-NM_001333377.1,0,0,0,0,0,0
rna-NM_103616.1,0,0,0,0,0,0
MSTRG.10367.1,959,1488,1113,1260,1277,1456
rna-NR_138747.1,0,0,0,0,0,0
MSTRG.5828.1,536,785,658,417,327,481
rna-NM_104975.3,1028,1399,1278,875,681,763
rna-NM_106328.2,3,4,2,6,4,2
rna-NM_179473.2,3,14,9,9,2,3
MSTRG.17350.1,190,318,252,294,266,249
rna-NM_001333367.1,0,0,29,0,18,49
rna-NM_202321.2,0,0,0,0,0,0
rna-NM_001331996.1,0,0,0,0,0,0
MSTRG.15760.1,877,1376,1122,1422,1309,1673
MSTRG.10594.1,838,1457,1068,1635,1452,2339
rna-NM_103240.3,0,0,0,0,0,0
rna-NM_105230.5,0,0,0,0,0,0
rna-NM_179414.1,0,0,0,0,0,0
rna-NM_001333694.1,130,240,0,1682,1411,1688
rna-NM_101775.4,0,0,0,0,0,0
rna-NM_001333463.1,0,0,0,0,0,0
rna-NM_100602.5,0,0,0,0,0,0
MSTRG.9033.1,0,3,5,11,3,16
rna-gnl|WGS:|mrna.AT1G77131-RA,0,0,0,0,0,6
MSTRG.8286.1,1725,2471,2577,9251,9057,7873
rna-NM_101837.4,11,11,11,239,112,157
MSTRG.3254.5,53,25,63,133,88,350
MSTRG.3254.4,33,26,16,83,51,92
MSTRG.5733.1,5,19,7,14,8,51
rna-NM_106088.3,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G74570.1,0,0,0,0,0,0
rna-NR_143444.1,3,17,25,9,37,14
rna-NM_100674.3,36,0,0,62,0,0
MSTRG.13734.1,2136,3141,3154,5042,4627,4624
rna-NM_100729.4,7,7,7,10,9,11
MSTRG.8518.1,453,635,634,1066,856,1131
MSTRG.9927.1,9,25,22,141,93,96
rna-NM_001333293.1,0,0,0,0,0,0
MSTRG.11671.1,1614,2452,2085,2786,2773,2634
MSTRG.17926.1,16,27,11,17,12,60
rna-NM_001331974.1,0,0,0,0,0,0
rna-NM_103236.1,0,0,0,0,0,0
rna-NM_179462.2,0,0,0,0,0,0
rna-NM_100387.1,10,24,13,16,4,0
MSTRG.1829.2,149,177,182,546,429,856
rna-NM_001334475.1,0,0,0,0,0,0
MSTRG.16771.1,628,1172,1002,992,896,1283
rna-NM_001036143.1,0,0,0,0,0,0
MSTRG.9023.1,175,265,243,204,190,692
MSTRG.12692.1,900,1359,973,845,660,771
MSTRG.16178.1,536,865,715,1217,1023,1510
rna-NM_101054.3,0,0,0,0,0,0
MSTRG.16865.1,7,7,7,6,6,27
rna-NM_100192.2,368,460,356,629,467,714
MSTRG.1098.2,165,170,244,2399,2336,3238
rna-NM_001334913.1,0,0,0,0,0,0
rna-NM_001332927.1,0,0,0,0,0,0
rna-NM_103742.3,0,19,0,0,0,152
rna-NM_105843.3,405,500,369,1445,1161,1664
MSTRG.4752.3,334,525,542,1227,1166,1459
rna-NM_100780.3,0,20,13,48,33,46
rna-NM_001332866.1,0,0,0,0,0,0
MSTRG.14230.1,2642,4344,3129,1751,1570,1692
rna-NM_001084301.1,0,0,0,0,0,0
MSTRG.16876.1,81,87,79,25,30,7
MSTRG.8100.1,1750,2705,2205,1840,1702,2464
rna-NM_179291.2,0,0,0,0,0,0
MSTRG.16935.1,25,15,25,33,29,75
rna-NM_103734.3,0,0,0,0,0,0
rna-NM_103669.2,0,0,0,0,0,0
rna-NM_105218.5,62,0,0,0,0,0
MSTRG.15582.1,1415,2168,1831,3181,3060,3752
rna-NM_101693.3,0,0,0,0,0,0
MSTRG.17039.1,4068,6260,5077,7996,6998,10205
MSTRG.16783.1,17,29,16,18,24,115
rna-NR_139540.1,0,0,0,0,0,0
MSTRG.13023.1,799,1157,894,2713,2591,2598
MSTRG.12944.1,0,14,6,62,89,65
MSTRG.5110.2,3191,4259,3343,629,601,656
rna-NM_001331849.1,0,0,42,0,0,63
rna-NR_138964.1,0,0,0,0,0,0
rna-NM_101401.3,0,0,0,6,0,0
MSTRG.8288.1,10,6,3,50,49,93
MSTRG.4742.3,69,98,68,193,179,313
MSTRG.9594.1,98,227,146,224,199,273
MSTRG.9489.1,236,420,406,877,751,1031
MSTRG.6280.1,316,545,271,92,99,49
rna-NR_139126.1,0,0,0,0,0,0
rna-NM_001331855.1,0,0,0,0,0,0
MSTRG.13401.1,548,696,568,544,541,688
MSTRG.18034.1,653,617,728,135,118,155
MSTRG.15381.1,441,712,496,819,816,834
rna-NM_202193.1,0,0,231,362,412,344
rna-NM_148463.4,1531,1617,1520,548,472,466
rna-NM_099991.4,0,0,0,0,0,0
MSTRG.14248.1,0,6,0,45,11,38
MSTRG.10775.1,40,50,54,244,216,268
MSTRG.11490.1,526,795,684,1276,1009,1350
MSTRG.2794.2,326,578,570,2750,3017,2860
rna-NM_102796.2,0,0,0,0,0,0
MSTRG.11585.1,89,124,140,125,125,367
MSTRG.2846.2,64,115,153,324,282,251
rna-gnl|JCVI|mRNA.AT1G62550.1,0,0,0,0,0,0
MSTRG.528.4,161,83,99,55,38,117
MSTRG.11202.1,8,26,27,19,31,10
rna-NM_105757.3,25,19,41,225,165,194
MSTRG.15615.1,645,1085,923,1363,1243,1773
rna-NM_104601.2,0,0,0,0,0,0
rna-NM_001331546.1,247,287,191,253,147,354
MSTRG.11599.1,931,1287,1239,999,874,1202
rna-gnl|JCVI|mRNA.AT1G43880.1,6,0,5,6,11,0
MSTRG.15002.1,157,177,267,209,163,193
rna-NM_103449.2,0,0,0,0,0,0
rna-NM_100543.5,0,11,11,0,10,5
MSTRG.8254.1,44,48,39,68,58,221
MSTRG.118.10,1913,3345,2734,3035,2713,2586
MSTRG.16800.1,2,15,22,3,11,15
MSTRG.16038.1,46,33,30,55,54,93
rna-NM_105942.5,0,0,0,0,0,0
MSTRG.11259.1,38,45,42,92,73,174
MSTRG.2689.2,79,152,163,198,176,109
MSTRG.13136.1,21,33,25,41,26,58
rna-NM_103913.3,291,484,419,91,90,64
MSTRG.8035.1,709,1130,840,694,531,624
MSTRG.7912.1,30,23,22,87,53,75
MSTRG.15681.1,1563,2173,1660,1068,885,994
rna-gnl|JCVI|mRNA.AT1G38390.1,0,0,0,0,0,0
rna-NM_102293.4,0,13,0,3,3,6
rna-NM_001333189.1,0,0,0,0,0,0
rna-NR_139721.1,2,4,2,9,7,17
rna-NM_101669.3,81,138,76,94,61,518
rna-NR_139660.1,0,0,0,0,0,0
MSTRG.17853.1,3065,4627,4232,4654,4379,4535
rna-NM_103711.1,2,2,0,0,0,0
rna-NM_103903.2,27,50,35,61,45,45
rna-NM_104848.3,0,0,0,0,0,0
MSTRG.12634.1,114,165,138,418,304,1247
MSTRG.6531.1,7805,10082,8886,2355,2064,1887
MSTRG.15228.1,316,403,321,530,540,444
rna-NM_202029.2,0,0,0,0,0,0
rna-NR_139807.1,0,0,0,0,0,0
MSTRG.10676.1,15524,24189,23926,48952,45837,48493
rna-NM_179279.3,0,0,0,0,0,0
MSTRG.12602.1,368,723,548,981,842,1036
MSTRG.15106.1,2731,4581,3491,6706,6649,7517
rna-gnl|JCVI|mRNA.AT1G05390.1,0,0,0,0,0,0
MSTRG.11132.1,767,1283,1029,834,909,976
MSTRG.866.3,3192,4806,3885,4333,3942,4627
rna-NM_102851.4,661,1037,914,1233,1106,1525
MSTRG.11977.1,29,76,53,32,28,94
MSTRG.10456.1,294,488,380,804,695,645
rna-gnl|JCVI|mRNA.AT1G36130.1,0,0,0,0,0,0
MSTRG.13729.1,14,14,23,105,88,114
MSTRG.1392.2,97,139,159,364,260,277
MSTRG.14056.1,830,1372,1028,777,606,909
rna-NM_001334427.1,0,0,0,0,0,0
rna-NM_001332988.1,0,0,0,0,0,0
MSTRG.5551.1,1280,1731,1612,3227,3263,3584
rna-NM_101190.7,0,0,0,0,0,0
MSTRG.6496.1,2938,4331,3543,2818,2215,2671
MSTRG.12769.1,359,577,409,338,303,315
MSTRG.3023.3,18205,24243,23009,35599,29071,32385
MSTRG.3023.2,1952,2734,2296,2210,1527,7906
rna-NM_103003.3,6,0,8,38,19,27
rna-NM_101677.2,0,0,0,0,0,0
MSTRG.16323.1,5088,7653,6653,7033,6424,9158
MSTRG.11984.1,339,437,385,261,187,247
rna-NM_106639.5,0,0,0,0,0,0
MSTRG.9766.1,26248,42951,27984,4224,3657,3283
rna-NM_105112.4,0,0,0,0,0,0
rna-NM_101313.3,0,0,0,0,0,0
rna-gnl|WGS:|mrna.AT1G06623-RA,0,0,0,0,0,0
MSTRG.5379.1,1776,2446,2236,1768,1625,1673
MSTRG.17464.1,23,14,14,28,14,182
rna-NR_139296.1,0,0,0,0,0,0
rna-NM_001332729.1,1640,3006,2723,11011,11693,10206
MSTRG.11814.1,202,341,393,5110,4809,5894
rna-NR_139815.1,1,0,2,6,0,2
MSTRG.9741.1,727,1254,934,1603,1283,1644
MSTRG.1416.1,61,44,62,24,36,111
MSTRG.6519.1,133,241,163,427,501,452
MSTRG.9893.1,0,0,5,31,15,62
rna-NM_001035909.1,0,0,0,0,0,0
rna-NM_106395.4,207,300,229,590,427,658
MSTRG.7497.1,171,355,207,192,169,454
rna-NM_104704.2,0,0,0,0,0,0
MSTRG.10860.1,21,25,17,7,3,33
MSTRG.3162.1,525,799,887,2976,2418,2339
MSTRG.4611.2,1484,2361,2035,2732,2536,3682
MSTRG.10690.1,6,6,8,10,7,27
MSTRG.346.2,35,46,52,286,228,251
MSTRG.13197.1,3,4,0,9,8,19
rna-NR_143546.1,0,0,0,0,0,0
MSTRG.1866.2,243,371,286,1085,976,1504
rna-NM_202375.1,0,0,0,0,0,0
MSTRG.10522.1,2726,3143,2624,2767,2134,2827
MSTRG.6921.1,1377,1831,1808,3766,3247,3378
MSTRG.13088.1,1287,1757,1518,879,776,1012
MSTRG.17231.1,111,147,120,686,624,763
MSTRG.13327.1,1344,1892,1651,1368,1214,1427
rna-NR_139003.1,0,0,0,0,0,0
MSTRG.7506.1,1485,2389,1585,1394,1108,1232
MSTRG.5579.1,29,27,15,24,14,119
rna-gnl|JCVI|mRNA.AT1G48290.1,0,0,0,0,0,0
rna-NM_001334318.1,0,0,0,0,0,0
rna-NM_202369.2,0,0,0,0,0,0
MSTRG.7487.1,307,440,403,563,493,475
rna-NM_106381.3,0,0,0,236,0,0
rna-NM_001084038.3,0,0,0,0,0,0
rna-NR_139064.1,0,0,0,2,0,0
rna-NM_104547.4,0,0,0,0,0,0
MSTRG.15509.1,222,353,265,322,282,275
rna-NM_103794.3,0,9,0,30,25,32
rna-NM_101776.3,0,0,0,0,0,0
MSTRG.13187.1,8,27,15,26,14,46
rna-NM_104474.3,0,0,0,0,0,0
rna-NM_148636.2,0,0,0,0,0,0
rna-NM_001332072.1,8,0,0,0,0,0
MSTRG.5730.1,1011,1632,1259,1118,1042,1095
MSTRG.2072.2,19,17,17,33,25,101
rna-NM_104557.5,0,0,0,0,0,0
MSTRG.6025.1,0,2,0,6,2,22
rna-NR_143447.1,0,0,0,0,0,0
MSTRG.15884.1,287,400,262,262,241,239
rna-NM_102729.3,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G36740.1,0,0,0,0,0,0
rna-NM_001334555.1,0,0,0,0,0,0
MSTRG.17646.1,12896,20175,15255,4781,3511,4841
MSTRG.18708.1,101,148,119,144,119,149
rna-NR_139848.1,0,0,0,0,0,0
rna-NM_001334476.1,0,0,0,0,0,0
MSTRG.7519.1,178,278,250,346,340,259
MSTRG.11672.1,18253,26374,26413,43694,40267,47903
rna-NR_139012.1,0,0,0,0,0,0
MSTRG.981.3,1247,1822,1490,1229,1038,1835
rna-NM_001198346.1,0,0,0,0,0,0
MSTRG.16772.1,3734,5112,3663,3901,3075,4258
MSTRG.13600.1,316,353,272,636,395,548
MSTRG.16642.1,76,78,91,833,716,758
rna-NM_104446.2,6,0,0,6,10,6
rna-NM_148644.3,10,20,11,28,27,27
rna-NM_001332920.1,5,18,0,0,0,0
MSTRG.3219.3,417,708,475,921,904,721
rna-NM_100191.4,0,0,0,0,0,0
MSTRG.16578.1,144,190,160,128,59,490
MSTRG.9401.1,402,580,433,339,437,367
rna-NM_001334537.1,19,48,31,3,110,4
rna-NM_001334320.1,0,0,0,0,0,0
rna-NM_001333898.1,0,0,0,0,97,0
rna-NM_001084302.1,0,0,0,0,0,0
MSTRG.14443.1,21,29,38,176,116,168
MSTRG.18214.1,53,54,55,63,62,147
MSTRG.8919.1,4981,6888,6140,13515,12357,13936
rna-NM_105840.4,0,0,0,0,0,0
MSTRG.8781.1,249,335,329,917,729,820
MSTRG.7499.1,812,1324,956,1667,1592,1693
rna-NM_179480.3,0,0,0,0,0,0
MSTRG.4470.2,551,917,872,1543,1502,1698
MSTRG.16638.1,3472,5420,4383,2855,2369,2859
MSTRG.13382.1,166,224,216,387,361,459
rna-NM_001332359.1,0,0,0,0,0,0
MSTRG.8148.1,6904,8951,8554,11408,9722,12517
rna-NM_104044.3,240,362,261,656,538,688
rna-NM_179292.3,0,0,0,0,0,0
MSTRG.17202.1,13,86,65,457,397,369
MSTRG.9910.1,51,45,35,20,13,38
MSTRG.9688.1,3,0,9,27,3,22
MSTRG.14661.1,413,601,468,379,277,797
MSTRG.3205.2,3,1,1,1,2,5
MSTRG.12013.1,7,15,42,321,358,305
rna-NM_001332147.1,0,0,0,0,0,0
MSTRG.8810.1,19,14,22,10,11,66
rna-gnl|JCVI|mRNA.AT1G37090.1,0,0,0,0,0,0
MSTRG.12521.1,109,161,130,603,589,493
MSTRG.8905.1,2251,3608,2939,3387,3094,4182
MSTRG.13494.1,22,38,34,34,18,70
MSTRG.12978.1,81,91,100,69,64,49
rna-NM_001331418.1,0,0,0,0,0,0
MSTRG.1047.3,33,35,43,106,122,79
rna-NM_102312.3,0,0,395,198,254,282
MSTRG.5952.1,213,364,270,295,297,327
MSTRG.10994.1,136,261,221,507,466,359
MSTRG.17057.1,1870,2492,2261,2761,2083,3105
rna-NM_102500.3,0,0,0,0,0,0
MSTRG.16577.1,57,107,62,68,31,161
MSTRG.10209.1,145,245,253,183,100,177
rna-NM_001334641.1,0,0,0,0,0,0
MSTRG.595.3,817,1282,986,693,666,664
MSTRG.15735.1,102,126,139,97,106,176
MSTRG.8773.1,84,132,116,244,268,217
MSTRG.13249.1,11,32,17,23,15,82
rna-NR_139125.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G19415.1,0,0,0,2,3,0
MSTRG.12048.1,80,177,165,297,274,350
MSTRG.18037.1,1806,2075,2183,2030,1695,2361
MSTRG.928.2,443,657,549,626,561,586
rna-gnl|JCVI|mRNA.AT1G30835.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G30835.2,1802,2352,2121,2681,2139,2578
MSTRG.16550.1,360,487,431,1142,970,1178
rna-gnl|JCVI|mRNA.AT1G57030.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G57020.1,0,0,0,0,0,0
rna-NM_104755.2,3,10,7,17,3,2
MSTRG.16445.1,17,25,22,30,21,103
MSTRG.16256.1,6,18,9,21,33,197
MSTRG.2841.2,85,114,154,260,177,309
rna-NM_104074.1,0,0,0,0,0,0
rna-NM_001334575.1,0,0,0,0,0,0
rna-NR_143433.1,0,0,0,0,0,0
MSTRG.12516.1,931,1681,1444,706,676,681
MSTRG.2940.3,7,34,16,18,12,107
rna-NM_001334148.1,0,0,0,0,0,0
MSTRG.8763.1,9631,14365,15532,18613,20995,23259
MSTRG.15721.1,3527,5160,4289,1713,1393,1977
MSTRG.4292.3,426,857,560,284,209,262
rna-NM_001334095.1,0,0,0,0,0,0
rna-NM_102096.3,6,6,0,0,9,14
rna-NM_001198438.1,1304,1997,1691,1965,1751,3288
rna-NM_105324.2,35,72,74,155,162,240
MSTRG.14501.1,77,105,133,203,288,184
rna-NM_001334774.1,0,0,0,0,0,0
rna-NM_100544.3,69,96,74,44,98,529
rna-gnl|WGS:|mrna.AT1G26985-RA,0,0,0,0,0,0
rna-NM_101011.3,0,0,0,0,0,0
MSTRG.4000.6,11318,16777,13384,8816,6439,10803
rna-NM_105356.4,3,0,0,0,0,0
MSTRG.9500.1,180,190,135,159,96,247
rna-NM_102197.5,0,0,0,0,0,0
rna-NM_101023.3,0,0,0,0,0,0
MSTRG.4414.5,19,23,22,44,26,111
MSTRG.16114.1,1366,1981,1826,895,817,831
rna-NM_104148.5,0,0,0,0,0,0
MSTRG.2763.2,137,231,180,821,882,413
rna-NM_106563.6,0,60,57,106,96,132
MSTRG.10.1,193,81,266,109,292,66
rna-NM_102882.2,0,0,5,0,0,0
MSTRG.9527.1,33,62,46,20,25,108
MSTRG.117.6,14,3,5,63,21,62
rna-NM_100868.3,99,132,130,62,72,151
rna-NM_001334376.1,0,4,2,1,3,2
rna-gnl|JCVI|mRNA.AT1G44935.1,0,0,0,0,0,0
MSTRG.12582.1,3,11,13,183,117,123
